Tname tGapStart tGapSize Qname qGapStart qGapSize Samples
OsjChr10 20184322 52 802442 15 0 YB3;
OsjChr10 20203357 10 1024384 934 0 YB3;
OsjChr10 20203867 321 865774 6 0 YB4;
OsjChr10 20203868 319 637220 6 0 YB2;
OsjChr10 20206919 24 905250 11 0 YB4;
OsjChr10 20206929 14 771384 21 0 YB2;
OsjChr10 20206929 14 808314 21 0 YB3;
OsjChr10 20211615 196 788677 6 0 YB6;
OsjChr10 20218570 163 775167 10 0 YB5;
OsjChr10 2026907 103 1137243 2362 0 YB5;
OsjChr10 2032643 19 648792 6 0 YB6;
OsjChr10 20340681 518 1185182 1111 0 YB8;
OsjChr10 20444127 147 1119699 164 0 YB8;
OsjChr10 2050873 6 1096985 1513 0 YB5;
OsjChr10 2050873 6 1124362 800 0 YB2;
OsjChr10 2050873 6 1138078 1826 0 YB3;
OsjChr10 2050873 6 1269145 1826 0 YB4;
OsjChr10 2050873 6 1292295 1860 0 YB8;
OsjChr10 20540102 30 1104927 2032 27 YB5;
OsjChr10 20595191 2027 1154026 3636 0 YB2;
OsjChr10 20595191 2027 1166385 2021 0 YB1;
OsjChr10 20598434 118 983770 5 0 YB3;
OsjChr10 20609250 69 1233529 2791 0 YB4;
OsjChr10 20609251 68 1086611 1686 0 YB6;
OsjChr10 20609251 68 654150 254 0 YB5;
OsjChr10 20609251 68 911857 678 0 YB7;
OsjChr10 20614793 71 658024 7 0 YB2;
OsjChr10 20626916 5 1051503 7 0 YB6;
OsjChr10 20626929 5 1029415 557 0 YB4;
OsjChr10 20626929 5 824545 420 0 YB6;
OsjChr10 2062849 7 1062543 944 1 YB5;
OsjChr10 2062849 7 1127639 463 1 YB6;
OsjChr10 2062849 7 1149270 161 1 YB3;
OsjChr10 2062849 7 1162526 5341 1 YB2;
OsjChr10 2062849 7 1182108 5341 1 YB7;
OsjChr10 2062849 7 1275477 816 1 YB8;
OsjChr10 2062849 7 1276243 1859 1 YB4;
OsjChr10 20645222 11 1046090 1201 7 YB7;
OsjChr10 20645222 11 1082721 1398 7 YB1;
OsjChr10 20646002 293 921723 439 0 YB3;
OsjChr10 2068037 10 1035673 6 0 YB8;
OsjChr10 2068038 9 1076190 131 1 YB4;
OsjChr10 2068899 8 1041135 26 0 YB4;
OsjChr10 2068927 13 1041135 46 1 YB4;
OsjChr10 2069077 68 1041135 182 0 YB4;
OsjChr10 2069077 68 884095 78 0 YB2;
OsjChr10 2069077 68 950351 136 0 YB5;
OsjChr10 2069077 68 959873 66 0 YB7;
OsjChr10 20695042 405 1023057 1179 0 YB6;
OsjChr10 2069882 6 1245050 13 0 YB4;
OsjChr10 2069899 16 1091966 11 0 YB7;
OsjChr10 2069899 16 1245050 24 0 YB4;
OsjChr10 2069926 70 1091966 22 0 YB7;
OsjChr10 2069926 70 1118195 33 0 YB6;
OsjChr10 2069926 70 1137304 37 0 YB2;
OsjChr10 2069926 70 1245050 35 0 YB4;
OsjChr10 2069926 70 1246571 789 0 YB8;
OsjChr10 2069926 74 1149319 93 0 YB5;
OsjChr10 2069926 74 1180679 792 0 YB3;
OsjChr10 2069926 74 959873 845 0 YB7;
OsjChr10 20714561 15 1050481 363 0 YB2;
OsjChr10 20714561 15 1125739 795 0 YB5;
OsjChr10 20714561 15 1148696 1991 0 YB7;
OsjChr10 20714561 15 1165108 1646 0 YB6;
OsjChr10 20714561 15 1197501 4571 0 YB3;
OsjChr10 20714561 15 1216071 582 0 YB4;
OsjChr10 20714561 15 1299631 1464 0 YB8;
OsjChr10 20721533 109 1062834 724 0 YB4;
OsjChr10 20722882 5 1150896 1372 1 YB4;
OsjChr10 2073670 22 1146035 14 0 YB8;
OsjChr10 2073670 22 955532 46 0 YB4;
OsjChr10 20737818 63 796213 394 0 YB7;
OsjChr10 20744181 7 1008969 792 0 YB2;
OsjChr10 20744181 7 1055456 997 0 YB7;
OsjChr10 20744181 7 1079844 998 0 YB3;
OsjChr10 20744181 7 1152010 972 0 YB4;
OsjChr10 20744181 7 1169134 1000 0 YB8;
OsjChr10 20744181 7 872659 478 0 YB5;
OsjChr10 20744181 7 965825 632 0 YB6;
OsjChr10 20754339 69 1092792 904 0 YB4;
OsjChr10 20769 212 984133 1034 0 YB5;
OsjChr10 20771427 34 797998 427 0 YB2;
OsjChr10 20797006 5 1052391 1384 0 YB5;
OsjChr10 20797006 5 1087009 1098 0 YB6;
OsjChr10 20797006 5 1110900 1841 0 YB2;
OsjChr10 20797006 5 1150728 2284 0 YB7;
OsjChr10 20797006 5 1209897 3463 0 YB3;
OsjChr10 20797006 5 1284445 7390 0 YB4;
OsjChr10 20797006 5 1304519 684 0 YB8;
OsjChr10 20850765 45 1116438 2094 0 YB7;
OsjChr10 2085889 17 1171251 3781 0 YB6;
OsjChr10 20871237 10 1179404 3638 5 YB1;
OsjChr10 20983257 7 991609 562 0 YB8;
OsjChr10 20983260 201 987190 993 0 YB7;
OsjChr10 20994179 25 1149885 2704 22 YB6;
OsjChr10 20999935 10 1116432 1881 6 YB7;
OsjChr10 21023701 169 1114127 1759 0 YB6;
OsjChr10 21023701 169 1192727 1242 0 YB3;
OsjChr10 21027259 163 1251106 3422 0 YB4;
OsjChr10 21036290 33 951345 877 0 YB5;
OsjChr10 21043790 24 1126276 15 0 YB7;
OsjChr10 21043790 24 1136069 15 0 YB5;
OsjChr10 21043792 22 1155448 17 0 YB2;
OsjChr10 21055434 318 817758 6 0 YB1;
OsjChr10 2111967 11 1079372 187 0 YB7;
OsjChr10 2111967 11 1091376 1274 0 YB2;
OsjChr10 2111967 11 1167849 1253 0 YB5;
OsjChr10 2111967 11 1206675 954 0 YB3;
OsjChr10 2111967 11 1208299 67 0 YB4;
OsjChr10 2111967 11 1271223 63 0 YB8;
OsjChr10 21119813 2171 1032261 65 0 YB4;
OsjChr10 21119813 2171 908425 67 0 YB6;
OsjChr10 2114729 72 1048092 882 0 YB7;
OsjChr10 2114729 72 1115608 679 0 YB4;
OsjChr10 2114729 72 1167849 4002 0 YB5;
OsjChr10 2114729 72 1206675 3703 0 YB3;
OsjChr10 2114729 72 1212442 538 0 YB8;
OsjChr10 2114729 72 949543 150 0 YB2;
OsjChr10 2115555 35 1167849 4756 1 YB5;
OsjChr10 2115556 34 1106548 10 0 YB4;
OsjChr10 2115556 34 1206675 4458 0 YB3;
OsjChr10 2115556 34 978389 15 0 YB6;
OsjChr10 2115556 34 997043 416 0 YB4;
OsjChr10 2115556 36 766423 330 0 YB7;
OsjChr10 2115580 33 1212442 1317 9 YB8;
OsjChr10 2115622 52 1106548 42 0 YB4;
OsjChr10 2115624 50 1167849 4791 0 YB5;
OsjChr10 2115624 50 1206675 4492 0 YB3;
OsjChr10 2115632 67 978389 57 1 YB6;
OsjChr10 2115652 78 1212442 1365 0 YB8;
OsjChr10 2115684 16 1106548 52 0 YB4;
OsjChr10 2115684 16 1167849 4801 0 YB5;
OsjChr10 2115684 16 1206675 4502 0 YB3;
OsjChr10 21156850 29 1269035 4554 0 YB4;
OsjChr10 2115752 9 1106548 104 7 YB4;
OsjChr10 2115752 9 1167849 4851 7 YB5;
OsjChr10 2115752 9 1206675 4552 7 YB3;
OsjChr10 2115752 9 1212442 1387 7 YB8;
OsjChr10 2115752 9 978389 109 7 YB6;
OsjChr10 21177498 58 1040477 1051 0 YB3;
OsjChr10 21177736 31 686574 288 0 YB2;
OsjChr10 21182036 95 1225269 2559 0 YB4;
OsjChr10 2118838 7 1056783 785 1 YB3;
OsjChr10 2118838 7 1070210 1140 1 YB7;
OsjChr10 2118838 7 1097984 544 1 YB4;
OsjChr10 2118838 7 1116567 2322 1 YB5;
OsjChr10 2118838 7 1134084 2624 1 YB2;
OsjChr10 2118838 7 1294719 2879 1 YB8;
OsjChr10 2118838 7 886443 193 1 YB6;
OsjChr10 21220304 401 1180952 6 0 YB8;
OsjChr10 21221146 5 1070813 954 1 YB5;
OsjChr10 21221146 5 1071633 1220 1 YB6;
OsjChr10 21221146 5 1094712 1220 1 YB2;
OsjChr10 21221146 5 1114778 1220 1 YB7;
OsjChr10 21221146 5 1119416 1218 1 YB3;
OsjChr10 21221146 5 1173072 873 1 YB4;
OsjChr10 21221146 5 1180952 446 1 YB8;
OsjChr10 21222576 6 1004711 155 0 YB2;
OsjChr10 21222576 6 1099761 1134 0 YB6;
OsjChr10 21222576 6 1174596 610 0 YB4;
OsjChr10 21222576 6 1177654 243 0 YB8;
OsjChr10 21222576 6 897313 612 0 YB7;
OsjChr10 21222576 6 997871 746 0 YB5;
OsjChr10 21227630 25 935997 423 15 YB3;
OsjChr10 21244093 11 1102732 105 0 YB7;
OsjChr10 21244093 11 1105023 110 0 YB6;
OsjChr10 21244093 11 1118946 143 0 YB3;
OsjChr10 21244093 11 1191487 101 0 YB4;
OsjChr10 21244093 11 762563 132 0 YB8;
OsjChr10 21245839 6 1102732 1842 2 YB7;
OsjChr10 21245839 6 1105023 1847 2 YB6;
OsjChr10 21245839 6 1118946 1880 2 YB3;
OsjChr10 21245839 6 1191487 1838 2 YB4;
OsjChr10 21245839 6 1227843 1636 2 YB8;
OsjChr10 21250119 34 1181452 388 0 YB4;
OsjChr10 21250458 10 1181452 692 0 YB4;
OsjChr10 21252741 122 1123770 188 0 YB4;
OsjChr10 21257500 39 1067359 1443 0 YB5;
OsjChr10 21257500 39 1103486 1517 0 YB3;
OsjChr10 21257500 39 1113428 1867 0 YB7;
OsjChr10 21257500 39 1157540 4637 0 YB2;
OsjChr10 21257500 39 1179343 3676 0 YB6;
OsjChr10 21257500 39 1248100 3111 0 YB4;
OsjChr10 21257500 39 1294227 2801 0 YB8;
OsjChr10 21261626 22 746129 13 0 YB6;
OsjChr10 21261630 18 1177805 17 0 YB3;
OsjChr10 21261630 18 1214864 17 0 YB8;
OsjChr10 21261634 14 1150852 21 0 YB4;
OsjChr10 21265313 90 1011821 470 0 YB2;
OsjChr10 21265313 90 1033409 470 0 YB6;
OsjChr10 21265313 90 1118336 177 0 YB3;
OsjChr10 21265313 90 1262677 1409 0 YB8;
OsjChr10 21265313 90 829393 216 0 YB5;
OsjChr10 21265313 90 966207 475 0 YB7;
OsjChr10 21279125 184 791561 321 0 YB6;
OsjChr10 21279125 184 884007 319 0 YB1;
OsjChr10 21279125 184 958763 319 0 YB4;
OsjChr10 21308312 23 1058850 1233 0 YB7;
OsjChr10 21308312 23 1176451 1233 0 YB6;
OsjChr10 21311186 59 1133077 2684 0 YB1;
OsjChr10 21367730 59 1157294 5 0 YB3;
OsjChr10 21444733 261 1109874 1997 0 YB7;
OsjChr10 21444733 261 1255267 2032 0 YB8;
OsjChr10 2145962 87 1270135 4661 0 YB4;
OsjChr10 21472511 22 1026908 5 0 YB3;
OsjChr10 2149501 213 1029697 974 0 YB3;
OsjChr10 21506413 9 1065812 710 0 YB4;
OsjChr10 21506413 9 1106098 1681 0 YB3;
OsjChr10 21506413 9 911455 384 0 YB8;
OsjChr10 21506413 9 923227 729 0 YB2;
OsjChr10 21506413 9 932278 729 0 YB5;
OsjChr10 21506413 9 937781 712 0 YB7;
OsjChr10 21506413 9 939983 712 0 YB6;
OsjChr10 21519421 5 828953 491 0 YB2;
OsjChr10 2157379 6 1150373 2768 0 YB6;
OsjChr10 2157379 6 1171986 3949 0 YB7;
OsjChr10 2157884 34 1044356 7 0 YB7;
OsjChr10 21613627 5 1028625 468 0 YB4;
OsjChr10 21627951 5 929925 5 0 YB6;
OsjChr10 21633780 8 1096631 20 17 YB5;
OsjChr10 21633780 8 1121836 83 17 YB3;
OsjChr10 21633780 8 1177694 3172 17 YB1;
OsjChr10 21633780 8 1178787 2683 17 YB6;
OsjChr10 21633780 8 1197256 269 17 YB8;
OsjChr10 21633780 8 1220255 447 17 YB4;
OsjChr10 21633780 8 724046 222 17 YB2;
OsjChr10 21633780 8 934749 316 17 YB7;
OsjChr10 21636964 7 800989 359 8 YB6;
OsjChr10 21636964 7 964505 928 8 YB2;
OsjChr10 21642110 6 972511 6 0 YB2;
OsjChr10 21700091 36 1062924 723 0 YB4;
OsjChr10 21700091 36 952241 835 0 YB7;
OsjChr10 21700091 36 968923 679 0 YB1;
OsjChr10 21706374 32 1157154 8 0 YB2;
OsjChr10 21716387 432 1128141 1033 0 YB5;
OsjChr10 21716387 432 1161990 3481 0 YB2;
OsjChr10 21716387 432 1163804 1402 0 YB3;
OsjChr10 21716387 432 1164734 1454 0 YB6;
OsjChr10 21716387 432 1284623 5094 0 YB4;
OsjChr10 21716387 432 1287101 459 0 YB8;
OsjChr10 21716387 432 990900 108 0 YB7;
OsjChr10 21767862 46 1162884 2178 0 YB2;
OsjChr10 21799238 445 1113115 2205 0 YB1;
OsjChr10 2185332 6 1002191 14 1 YB8;
OsjChr10 2185332 6 1278901 16 1 YB4;
OsjChr10 2185332 6 736383 12 1 YB6;
OsjChr10 21875795 410 1019479 6 0 YB8;
OsjChr10 21876219 205 1097337 1915 0 YB1;
OsjChr10 21880516 255 716812 321 0 YB2;
OsjChr10 21903368 209 1087879 1882 0 YB5;
OsjChr10 21903368 209 1113456 2437 0 YB2;
OsjChr10 21903368 209 1183550 1773 0 YB4;
OsjChr10 2191201 148 1029933 1373 0 YB2;
OsjChr10 21917652 38 1065155 292 0 YB3;
OsjChr10 2192116 270 1131686 6 0 YB7;
OsjChr10 21941483 10 1134709 12 0 YB5;
OsjChr10 21989585 2772 1137959 828 0 YB6;
OsjChr10 22006182 6 698124 98 0 YB2;
OsjChr10 22006182 6 762233 235 0 YB6;
OsjChr10 2201609 218 1203313 9 1 YB3;
OsjChr10 22059336 111 699867 5 0 YB7;
OsjChr10 2207483 21 1034000 974 0 YB7;
OsjChr10 2207483 21 1155607 1309 0 YB6;
OsjChr10 2207483 21 1160789 2571 0 YB5;
OsjChr10 2207483 21 1162734 5226 0 YB2;
OsjChr10 2207483 21 1203313 5665 0 YB3;
OsjChr10 2207483 21 1278933 5659 0 YB4;
OsjChr10 2207483 21 1290749 1491 0 YB8;
OsjChr10 2209173 475 1160789 4240 0 YB5;
OsjChr10 2209173 475 1162734 6895 0 YB2;
OsjChr10 2211499 29 1076621 263 1 YB8;
OsjChr10 2211499 29 1100937 803 1 YB5;
OsjChr10 2211499 29 1102372 804 1 YB4;
OsjChr10 2211499 29 947549 793 1 YB6;
OsjChr10 2212170 9 1056327 530 0 YB4;
OsjChr10 2212170 9 1100937 1446 0 YB5;
OsjChr10 2212302 20 1056327 653 0 YB4;
OsjChr10 2212302 20 1100937 1569 0 YB5;
OsjChr10 22135272 128 1184587 3550 0 YB6;
OsjChr10 2213944 46 1123750 489 0 YB2;
OsjChr10 2213944 46 1140915 249 0 YB5;
OsjChr10 2213944 46 1141292 11 0 YB7;
OsjChr10 2213944 46 1242174 503 0 YB4;
OsjChr10 2215236 4578 1088250 199 0 YB3;
OsjChr10 2215236 4578 1123750 1735 0 YB2;
OsjChr10 2215236 4578 1140915 1495 0 YB5;
OsjChr10 2215236 4578 1141292 1257 0 YB7;
OsjChr10 2215236 4578 1242174 1749 0 YB4;
OsjChr10 2215236 4578 1251905 1051 0 YB8;
OsjChr10 22183982 77 818516 6 0 YB1;
OsjChr10 2220745 15 1251905 1983 0 YB8;
OsjChr10 2220956 21 1088250 1354 0 YB3;
OsjChr10 2220956 21 1140915 2650 0 YB5;
OsjChr10 2220956 21 1141292 2412 0 YB7;
OsjChr10 2220956 21 1242174 2904 0 YB4;
OsjChr10 22223044 41 937402 217 0 YB4;
OsjChr10 22223044 41 979871 411 0 YB8;
OsjChr10 22227038 5 1041543 8 0 YB1;
OsjChr10 22227046 7 942013 539 4 YB1;
OsjChr10 2224239 13 1148686 1227 0 YB2;
OsjChr10 2224239 13 1162365 1094 0 YB5;
OsjChr10 2224239 13 1177881 168 0 YB3;
OsjChr10 2224239 13 1185711 1822 0 YB6;
OsjChr10 2224239 13 1316047 1870 0 YB8;
OsjChr10 22281060 198 1026974 1216 0 YB7;
OsjChr10 2231654 72 1042423 5 0 YB4;
OsjChr10 2232824 15 1011401 291 1 YB4;
OsjChr10 2232824 15 927959 301 1 YB7;
OsjChr10 2232824 15 977357 147 1 YB8;
OsjChr10 2234751 10 1049315 1234 0 YB1;
OsjChr10 22365689 15 999669 8 0 YB2;
OsjChr10 22375844 92 1026592 1215 0 YB7;
OsjChr10 2238023 135 967685 952 0 YB5;
OsjChr10 22410957 144 877009 6 0 YB6;
OsjChr10 22417780 485 791571 388 0 YB6;
OsjChr10 22489331 49 847597 6 0 YB7;
OsjChr10 22522793 83 1113061 1240 0 YB5;
OsjChr10 22527111 162 899994 6 0 YB5;
OsjChr10 2253664 8 1113527 887 0 YB6;
OsjChr10 2253664 8 1120686 442 0 YB2;
OsjChr10 2253664 8 1132935 195 0 YB5;
OsjChr10 2253664 8 1141088 900 0 YB3;
OsjChr10 2253664 8 1168498 1570 0 YB7;
OsjChr10 2253664 8 1239044 1562 0 YB4;
OsjChr10 2253664 8 1301513 890 0 YB8;
OsjChr10 22550339 19 725783 36 0 YB7;
OsjChr10 22597329 6 841815 277 0 YB6;
OsjChr10 22597523 6 804458 190 0 YB2;
OsjChr10 22599813 6 1238092 2239 0 YB4;
OsjChr10 22599813 6 901433 593 0 YB6;
OsjChr10 22617192 50 864222 257 0 YB4;
OsjChr10 22650232 395 1125901 7 0 YB8;
OsjChr10 22667705 75 893989 682 0 YB2;
OsjChr10 22674439 435 1184139 107 1 YB3;
OsjChr10 22674960 13 1184139 194 0 YB3;
OsjChr10 22690587 319 805389 6 0 YB5;
OsjChr10 22690685 212 1030275 7 0 YB2;
OsjChr10 22746039 12 1245160 16 9 YB4;
OsjChr10 22746039 12 1265437 15 11 YB8;
OsjChr10 22746039 12 844353 10 9 YB2;
OsjChr10 22770521 3285 941977 634 0 YB2;
OsjChr10 22770521 3285 954511 631 0 YB6;
OsjChr10 22784372 63 1059017 748 0 YB8;
OsjChr10 2282194 18 1039935 586 0 YB8;
OsjChr10 2282194 18 1190133 1809 0 YB4;
OsjChr10 2282194 18 787752 115 0 YB2;
OsjChr10 2282194 18 923203 614 0 YB7;
OsjChr10 22830091 12 1153396 2958 0 YB7;
OsjChr10 2283020 7 1050781 180 11 YB3;
OsjChr10 2283020 7 1096650 102 11 YB7;
OsjChr10 2283020 7 1121460 199 11 YB2;
OsjChr10 2283020 7 1217555 126 11 YB4;
OsjChr10 2285055 9 1121460 2238 0 YB2;
OsjChr10 2285055 9 1211052 1340 0 YB8;
OsjChr10 2285055 9 1217555 2165 0 YB4;
OsjChr10 2285240 570 1121460 2414 0 YB2;
OsjChr10 2285841 1971 1121460 2445 0 YB2;
OsjChr10 22914074 410 1289831 6 0 YB8;
OsjChr10 22914352 116 1124006 6 0 YB7;
OsjChr10 2294084 12 1110412 1161 0 YB7;
OsjChr10 2294597 25 1110412 1662 0 YB7;
OsjChr10 2295966 6 1037959 166 0 YB6;
OsjChr10 2295966 6 1084016 166 0 YB7;
OsjChr10 2295966 6 1101784 166 0 YB2;
OsjChr10 2295966 6 1117839 166 0 YB5;
OsjChr10 2295966 6 1143188 164 0 YB3;
OsjChr10 22976470 503 1087116 220 114 YB2;
OsjChr10 22976470 503 1127330 877 114 YB4;
OsjChr10 22976470 503 1143669 2555 114 YB1;
OsjChr10 22976470 503 1153378 941 114 YB3;
OsjChr10 22976470 503 1161356 2053 114 YB6;
OsjChr10 22976470 503 1167273 1299 114 YB5;
OsjChr10 22976470 503 1179424 3583 114 YB7;
OsjChr10 23000281 303 858801 6 0 YB5;
OsjChr10 23007384 64 852765 333 0 YB1;
OsjChr10 23007384 64 869296 263 0 YB4;
OsjChr10 23130676 255 1123815 2442 0 YB1;
OsjChr10 2314239 6 1032611 318 0 YB6;
OsjChr10 23196423 14 1184615 6628 0 YB6;
OsjChr10 2321265 254 673510 10 0 YB2;
OsjChr10 2336556 5 1098802 504 0 YB7;
OsjChr10 2336556 5 1153352 1009 0 YB2;
OsjChr10 2336556 5 1153669 389 0 YB6;
OsjChr10 234166 6 1026445 671 0 YB5;
OsjChr10 234166 6 1045399 532 0 YB6;
OsjChr10 2379062 122 933170 787 0 YB5;
OsjChr10 2387948 20 1034485 105 0 YB4;
OsjChr10 2387948 20 1040605 208 0 YB8;
OsjChr10 2387948 20 1043045 996 0 YB2;
OsjChr10 2387948 20 1104567 1645 0 YB5;
OsjChr10 2387948 20 1153870 2797 0 YB7;
OsjChr10 2387948 20 1172818 2836 0 YB3;
OsjChr10 2387948 20 659696 84 0 YB6;
OsjChr10 2435882 13 1013067 135 0 YB5;
OsjChr10 2435882 13 1067707 274 0 YB6;
OsjChr10 2435882 13 1119820 908 0 YB7;
OsjChr10 2435882 13 1139008 287 0 YB3;
OsjChr10 2435882 13 1162842 78 0 YB2;
OsjChr10 2435882 13 1306253 1685 0 YB8;
OsjChr10 2438931 7 1155994 759 0 YB7;
OsjChr10 2438931 7 1162842 3111 0 YB2;
OsjChr10 2438931 7 1180185 492 0 YB6;
OsjChr10 2438931 7 1201393 1049 0 YB3;
OsjChr10 2438931 7 1271269 1104 0 YB8;
OsjChr10 2438931 7 1274839 2934 0 YB4;
OsjChr10 2438931 7 932602 505 0 YB5;
OsjChr10 2464752 69 1058681 9 0 YB6;
OsjChr10 2464847 41 1058681 35 0 YB6;
OsjChr10 2464847 6 1134888 15 0 YB4;
OsjChr10 2464861 59 1134888 23 0 YB4;
OsjChr10 2464898 22 1058681 45 0 YB6;
OsjChr10 2472805 10 1153278 5 0 YB2;
OsjChr10 2477308 28 919453 6 0 YB7;
OsjChr10 2484499 6 1003594 776 0 YB7;
OsjChr10 2484499 6 1102204 758 0 YB4;
OsjChr10 2484499 6 1125573 2023 0 YB6;
OsjChr10 2484499 6 780083 234 0 YB8;
OsjChr10 2484499 6 966259 763 0 YB5;
OsjChr10 2484499 6 974946 427 0 YB3;
OsjChr10 2484499 6 995445 1076 0 YB2;
OsjChr10 2490012 41 1057278 1376 0 YB7;
OsjChr10 2490012 41 1162819 3758 0 YB5;
OsjChr10 2490012 41 1187562 921 0 YB8;
OsjChr10 2490012 41 1204557 5340 0 YB3;
OsjChr10 2490012 41 1273597 4744 0 YB4;
OsjChr10 2490477 10 1162819 4179 4 YB5;
OsjChr10 2490477 10 1187562 1342 4 YB8;
OsjChr10 2490477 10 1204557 5761 4 YB3;
OsjChr10 2490729 7 1162819 4427 0 YB5;
OsjChr10 2490729 7 1204557 6009 0 YB3;
OsjChr10 249888 28 844759 255 0 YB6;
OsjChr10 249948 12 844759 287 0 YB6;
OsjChr10 2501274 15 738946 286 0 YB5;
OsjChr10 2501274 15 796753 263 0 YB7;
OsjChr10 2501274 15 803272 282 0 YB2;
OsjChr10 2501274 15 838815 324 0 YB6;
OsjChr10 2501274 15 911870 280 0 YB3;
OsjChr10 2501274 15 917359 282 0 YB8;
OsjChr10 2501274 15 985395 280 0 YB4;
OsjChr10 2501432 45 911870 419 0 YB3;
OsjChr10 2501432 45 985395 419 0 YB4;
OsjChr10 2501943 5 1068392 103 0 YB7;
OsjChr10 2501943 5 1122281 319 0 YB6;
OsjChr10 2501943 5 1132257 337 0 YB5;
OsjChr10 2501943 5 1184958 80 0 YB8;
OsjChr10 2501943 5 1238430 82 0 YB4;
OsjChr10 2501943 5 933611 105 0 YB3;
OsjChr10 2502572 30 1015311 31 0 YB2;
OsjChr10 2502572 30 1068392 727 0 YB7;
OsjChr10 2502572 30 1122281 943 0 YB6;
OsjChr10 2502572 30 1132257 961 0 YB5;
OsjChr10 2502572 30 1149058 312 0 YB3;
OsjChr10 2502572 30 1184958 704 0 YB8;
OsjChr10 2502572 30 1238430 706 0 YB4;
OsjChr10 2502572 30 875213 600 0 YB2;
OsjChr10 2502989 11 1015311 418 0 YB2;
OsjChr10 2502989 11 1068392 1114 0 YB7;
OsjChr10 2502989 11 1122281 1330 0 YB6;
OsjChr10 2502989 11 1132257 1348 0 YB5;
OsjChr10 2502989 11 1149058 699 0 YB3;
OsjChr10 2502989 11 1184958 1091 0 YB8;
OsjChr10 2502989 11 1238430 1093 0 YB4;
OsjChr10 2512543 29 1031503 910 0 YB6;
OsjChr10 2512543 29 1132469 2628 0 YB5;
OsjChr10 2512543 29 1135156 908 0 YB4;
OsjChr10 2512543 29 1157290 2647 0 YB3;
OsjChr10 2512543 29 1161254 5569 0 YB2;
OsjChr10 2512543 29 1317527 6700 0 YB8;
OsjChr10 2512543 29 917079 569 0 YB7;
OsjChr10 2514805 88 1273721 8 0 YB4;
OsjChr10 2514809 84 1180937 13 0 YB6;
OsjChr10 2515202 5 1180937 330 3 YB6;
OsjChr10 2515202 5 1191359 318 3 YB3;
OsjChr10 2515202 5 1273721 325 3 YB4;
OsjChr10 2515319 1663 1180937 445 13 YB6;
OsjChr10 2515319 1663 1191359 433 13 YB3;
OsjChr10 2515319 1663 1273721 440 13 YB4;
OsjChr10 251630 10 986750 61 1 YB3;
OsjChr10 2519957 29 1096209 1898 0 YB5;
OsjChr10 2519957 29 1163618 1979 0 YB7;
OsjChr10 2519957 29 1180937 3430 0 YB6;
OsjChr10 2519957 29 1191359 3418 0 YB3;
OsjChr10 2519957 29 1273721 3425 0 YB4;
OsjChr10 2519957 29 900939 593 0 YB2;
OsjChr10 2519957 29 976951 421 0 YB8;
OsjChr10 2525765 7 1047897 198 0 YB3;
OsjChr10 2525765 7 1110655 212 0 YB6;
OsjChr10 2525765 7 1116910 207 0 YB2;
OsjChr10 2525765 7 1137270 377 0 YB7;
OsjChr10 2542759 29 1062464 287 0 YB4;
OsjChr10 2542759 29 875069 87 0 YB2;
OsjChr10 2542759 29 902728 144 0 YB5;
OsjChr10 2542974 44 1062464 473 0 YB4;
OsjChr10 2542974 44 786507 129 0 YB7;
OsjChr10 2542974 44 875069 273 0 YB2;
OsjChr10 2542974 44 902728 330 0 YB5;
OsjChr10 2543288 30 725871 5 0 YB7;
OsjChr10 2543483 10 725871 170 0 YB7;
OsjChr10 2543483 10 746874 176 0 YB5;
OsjChr10 2543483 10 751296 176 0 YB2;
OsjChr10 2543483 10 773385 175 0 YB6;
OsjChr10 2543483 10 840121 169 0 YB8;
OsjChr10 2543483 10 860331 171 0 YB3;
OsjChr10 2543483 10 991881 271 0 YB4;
OsjChr10 2553334 329 1161162 5839 0 YB2;
OsjChr10 2572142 45 1000979 108 0 YB6;
OsjChr10 2572142 45 1059055 120 0 YB5;
OsjChr10 2572142 45 1131802 1193 0 YB3;
OsjChr10 2572142 45 1176338 2157 0 YB7;
OsjChr10 2572142 45 1203652 1193 0 YB8;
OsjChr10 2572142 45 1278549 5018 0 YB4;
OsjChr10 2572142 45 889943 236 0 YB2;
OsjChr10 257494 37 757248 83 0 YB5;
OsjChr10 257713 9 1072515 695 0 YB8;
OsjChr10 2582529 11 1035625 1335 10 YB2;
OsjChr10 2582529 11 1057918 1356 10 YB7;
OsjChr10 2582529 11 1080106 1339 10 YB3;
OsjChr10 2582529 11 1155710 1348 10 YB4;
OsjChr10 2587198 19 785445 111 21 YB5;
OsjChr10 2587329 126 1124123 5 0 YB1;
OsjChr10 2589113 20 1058338 1303 0 YB7;
OsjChr10 2589113 20 1073867 1555 0 YB6;
OsjChr10 2589113 20 1095277 1309 0 YB5;
OsjChr10 2589113 20 1104572 1582 0 YB2;
OsjChr10 2589113 20 1216387 1677 0 YB4;
OsjChr10 2589113 20 1230567 1565 0 YB8;
OsjChr10 2616918 421 907131 375 0 YB1;
OsjChr10 2633244 42 656364 136 0 YB2;
OsjChr10 2633244 42 887438 59 0 YB3;
OsjChr10 2667421 45 1110311 328 0 YB6;
OsjChr10 2667421 45 1210612 328 0 YB8;
OsjChr10 2684440 12 1138857 1939 0 YB5;
OsjChr10 2684440 12 1152332 3133 0 YB2;
OsjChr10 2684440 12 1162292 3219 0 YB7;
